title,studio,domestic_gross,foreign_gross,year
Southpaw,Wein.,52400000.0,39500000,2015
Southside with You,RAtt.,6300000.0,208000,2016
Souvenir,Strand,11400.0,,2018
Space Dogs 3D,EpicPics,14400.0,8300000,2012
Spare Parts,LGF,3600000.0,,2015
Sparkle (2012),TriS,24400000.0,240000,2012
Special ID,WGUSA,12700.0,,2014
Special Treatment,FRun,8900.0,286000,2011
Spectre,Sony,200100000.0,680600000,2015
Spider-Man: Homecoming,Sony,334200000.0,546000000,2017
Spider-Man: Into The Spider-Verse,Sony,190200000.0,185300000,2018
Spinning Plates,TFA,112000.0,,2013
Spirits' Homecoming,PM&E,126000.0,,2016
Splice,WB,17000000.0,9800000,2010
Split,Uni.,138300000.0,140200000,2017
Spotlight,ORF,45100000.0,53200000,2015
Spring Breakers,A24,14100000.0,17600000,2013
Spring Fever,Strand,10800.0,150000,2010
Spy,Fox,110800000.0,124800000,2015
Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000,2011
St. Vincent,Wein.,44100000.0,10700000,2014
Stake Land,IFC,33200.0,,2011
Stalingrad (2014),Sony,1000000.0,67099999,2014
Stand Up Guys,LGF,3300000.0,,2013
Standing Tall (La tete haute),Cohen,26100.0,,2016
Star Trek Beyond,Par.,158800000.0,184600000,2016
Star Trek Into Darkness,Par.,228800000.0,238600000,2013
Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000,2012
Star Wars: The Force Awakens,BV,936700000.0,"1,131.6",2015
Star Wars: The Last Jedi,BV,620200000.0,712400000,2017
Starbuck (U.S. only),E1,340000.0,1300000,2013
Starred Up,Trib.,54900.0,,2014
Starry Starry Night,CL,10000.0,,2012
Stations of the Cross,FM,1500.0,,2015
Steak (R)evolution,KL,8000.0,,2015
Step Up 3-D,BV,42400000.0,116900000,2010
Step Up All In,LG/S,14900000.0,71300000,2014
Step Up Revolution,LG/S,35100000.0,105400000,2012
Steve Jobs,Uni.,17800000.0,16700000,2015
Steve Jobs: The Lost Interview,Magn.,106000.0,,2011
Steve McQueen: The Man & Le Mans,FR,6800.0,,2015
Still Alice,SPC,18800000.0,25100000,2015
Still Life (2015),Trib.,9500.0,,2015
Still Mine,Gold.,1200000.0,,2013
Stoker,FoxS,1700000.0,10400000,2013
Stolen (2012),MNE,304000.0,1800000,2012
Stone,Over.,1800000.0,7700000,2010
Stonewall (2015),RAtt.,188000.0,,2015
Storage 24,Magn.,100.0,,2013
Stories We Tell,RAtt.,1600000.0,,2013
Storks,WB,72700000.0,110700000,2016
Storm Surfers 3D,XL,117000.0,,2013
Straight Outta Compton,Uni.,161200000.0,40400000,2015
Strange Magic,BV,12400000.0,1200000,2015
Strangerland,Alc,17500.0,,2015
Strangers: Prey at Night,Aviron,24600000.0,,2018
Straw Dogs (2011),SGem,10300000.0,,2011
Stray Dogs,CGld,10400.0,,2014
Stronger,RAtt.,4200000.0,4200000,2017
Stuck in Love,MNE,81100.0,,2013
Student of the Year,Eros,670000.0,,2012
Submarine,Wein.,468000.0,397000,2011
Suburbicon,Par.,5800000.0,,2017
Sucker Punch,WB,36400000.0,53400000,2011
Suffragette,Focus,4700000.0,11300000,2015
Suicide Squad,WB,325100000.0,421700000,2016
Sully,WB,125100000.0,115700000,2016
Sultan,Yash,6200000.0,81100000,2016
Summer 1993,Osci.,186000.0,,2018
Summertime (2016),Strand,35300.0,,2016
Sunset Song,Magn.,160000.0,,2016
Sunshine Superman,Magn.,88100.0,,2015
Suntan,Strand,6600.0,,2017
Super,IFC,328000.0,,2011
Super 8,Par.,127000000.0,133100000,2011
Superfly,Sony,20500000.0,236000,2018
Surprise - Journey To The West,AR,,49600000,2015
Suspiria,Amazon,2500000.0,5400000,2018
Sweet 20,CJ,71800.0,,2016
Sweet Bean,KL,125000.0,,2016
Sweet Sixteen (Xia You Qiao Mu),CL,34300.0,,2016
Sweetgrass,CGld,207000.0,,2010
Swiss Army Man,A24,4200000.0,,2016
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000,2017
Sword Master,WGUSA,75500.0,14600000,2016
T2: Trainspotting,TriS,2400000.0,39300000,2017
Table 19,FoxS,3600000.0,1400000,2017
Table No. 21,Eros,46700.0,,2013
Tabloid,IFC,697000.0,,2011
Tad the Lost Explorer and the Secret of King Midas,ParC,5900.0,34200000,2017
Tag,WB (NL),54700000.0,23400000,2018
Tag Along: The Devil Fish,CL,20700.0,,2018
Tai Chi Hero,WGUSA,35100.0,347000,2013
Tai Chi Zero,Vari.,212000.0,,2012
Take Me Home,Mont.,15800.0,,2012
Take Me Home Tonight,Rela.,6900000.0,,2011
Take Point,CJ,112000.0,,2018
Take Shelter,SPC,1700000.0,1400000,2011
Take This Waltz,Magn.,1200000.0,,2012
Taken 2,Fox,139900000.0,236300000,2012
Taken 3,Fox,89300000.0,237200000,2015
Takers,SGem,57700000.0,11300000,2010
Talaash,Relbig.,2900000.0,,2012
Tale of Tales,IFC,119000.0,,2016
Tales from Earthsea,BV,48500.0,68600000,2010
Tales of the Night,GK,11000.0,1700000,2012
Tamara Drewe,SPC,560000.0,11400000,2010
Tamasha,UTV,2100000.0,,2015
Tammy,WB (NL),84500000.0,16000000,2014
Tangerine,Magn.,702000.0,,2015
Tangerines,Gold.,145000.0,,2015
Tangled,BV,200800000.0,391000000,2010
Tanu Weds Manu Returns,Eros,3000000.0,,2015
Tasting Menu,Magn.,18700.0,,2014
Tazza: The Hidden Card,CJ,252000.0,,2014
Te3n,Rel.,332000.0,,2016
Ted,Uni.,218800000.0,330600000,2012
Ted 2,Uni.,81500000.0,135200000,2015
Teen Titans Go! To The Movies,WB,29800000.0,22300000,2018
Teenage Mutant Ninja Turtles (2014),Par.,191200000.0,302100000,2014
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000,2016
Tees Maar Khan,UTV,1100000.0,1400000,2010
Tehran Taboo,KL,74800.0,,2018
Tere Naal Love Ho Gaya,UTV,178000.0,,2012
Teri Meri Kahaani,Eros,781000.0,,2012
Terkel in Trouble,Indic.,10800.0,,2010
Term Life,FCW,21300.0,,2016
Terminator 2: Judgment Day 3D,Distrib.,1000000.0,2900000,2017
Terminator: Genisys,Par.,89800000.0,350800000,2015
Terraferma,Cohen,20000.0,,2013
Testament of Youth,SPC,1800000.0,,2015
Tevar,Eros,236000.0,,2015
Texas Chainsaw 3D,LGF,34300000.0,12900000,2013
Texas Killing Fields,Anch.,45500.0,912000,2011
Tezz,Eros,230000.0,,2012
Thank You (2011),UTV,464000.0,5000000,2011
Thank You for Your Service (2017),Uni.,9500000.0,,2017
Thanks for Sharing,RAtt.,1100000.0,,2013
Thanks to My Friends,Distrib.,900.0,,2015
That Awkward Moment,Focus,26100000.0,14400000,2014
That Demon Within,CL,172000.0,,2014
That Sugar Film,Gold.,3500.0,,2015
That's My Boy,Sony,36900000.0,20800000,2012
The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000.0,50200000,2015
The 15:17 to Paris,WB,36300000.0,20800000,2018
The 33,WB,12200000.0,12700000,2015
The 5th Wave,Sony,34900000.0,75000000,2016
The A-Team,Fox,77200000.0,100000000,2010
The Accidental Detective 2: In Action,CJ,179000.0,,2018
The Accountant,WB,86300000.0,68900000,2016
The Adjustment Bureau,Uni.,62500000.0,65400000,2011
The Admiral: Roaring Currents,CJ,2600000.0,109600000,2014
The Adventures of Tintin,Par.,77600000.0,296400000,2011
The Advocate: A Missing Body,CJ,50200.0,,2015
The Age of Adaline,LGF,42600000.0,23000000,2015
The Age of Shadows,CJ,542000.0,,2016
The Amazing Catfish,Strand,11300.0,,2014
The Amazing Spider-Man,Sony,262000000.0,495900000,2012
The Amazing Spider-Man 2,Sony,202900000.0,506100000,2014
The American,Focus,35600000.0,32299999,2010
The Angels' Share,IFC,347000.0,6700000,2013
The Angry Birds Movie,Sony,107500000.0,244800000,2016
The Apparition,WB,4900000.0,4700000,2012
The Apparition (2018),MBox,28300.0,,2018
The Arbor,Strand,21600.0,105000,2011
The Ardennes,FM,5600.0,,2017
The Ark of Mr. Chow,CL,54100.0,,2015
The Armstrong Lie,SPC,383000.0,,2013
The Art of Getting By,FoxS,1400000.0,,2011
The Artist,Wein.,44700000.0,88800000,2011
The Assassin,WGUSA,633000.0,,2015
The Attorney,WGUSA,557000.0,70000000,2014
The Autopsy of Jane Doe,IFC,10500.0,6000000,2016
The BFG,BV,55500000.0,127900000,2016
The Babadook,IFC,964000.0,9300000,2014
The Babymakers,MNE,7900.0,,2012
The Back-Up Plan,CBS,37500000.0,40000000,2010
The Battleship Island,CJ,1100000.0,45000000,2017
The Bay,RAtt.,30700.0,,2012
The Beatles: Eight Days a Week - The Touring Years,Abr.,2900000.0,9400000,2016
The Beauty Inside,WGUSA,108000.0,,2015
The Beaver,Sum.,971000.0,6300000,2011
The Beguiled (2017),Focus,10700000.0,16700000,2017
The Berlin File,CJ,665000.0,48300000,2013
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012
The Best Man Holiday,Uni.,70500000.0,2300000,2013
The Best Offer,IFC,100000.0,,2014
The Best of Me,Rela.,26800000.0,9200000,2014
The Big Bad Fox and Other Tales,GK,35800.0,9600000,2018
The Big Lebowski (20th Anniversary),Fathom,583000.0,,2018
The Big Short,Par.,70300000.0,63200000,2015
The Big Sick,LGF,42900000.0,13500000,2017
The Big Wedding,LGF,21800000.0,24700000,2013
The Big Year,Fox,7200000.0,244000,2011
The Black Power Mix Tape: 1967-1975,IFC,274000.0,,2011
The Bling Ring,A24,5800000.0,13300000,2013
The Blue Room,IFC,255000.0,,2014
The Book Thief,Fox,21500000.0,55100000,2013
The Book of Eli,WB,94800000.0,62300000,2010
The Book of Life (2014),Fox,50200000.0,49600000,2014
The Bookshop,Greenwich,1600000.0,9900000,2018
The Boss,Uni.,63300000.0,15600000,2016
The Boss Baby,Fox,175000000.0,353000000,2017
The Bounty Hunter,Sony,67099999.0,69300000,2010
The Bourne Legacy,Uni.,113200000.0,162900000,2012
The Boxtrolls,Focus,50800000.0,58400000,2014
The Boy (2016),STX,35800000.0,28400000,2016
The Boy Next Door,Uni.,35400000.0,17000000,2015
The Boy and the Beast,FUN,491000.0,,2016
The Brand New Testament,MBox,128000.0,,2016
The Breadwinner,GK,312000.0,,2017
The Breakup Guru,CL,209000.0,,2014
The Brothers Grimsby,Sony,6900000.0,18300000,2016
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000,2011
The Bye Bye Man,STX,22400000.0,4300000,2017
The Cabin in the Woods,LGF,42100000.0,24400000,2012
The Call,TriS,51900000.0,16700000,2013
The Campaign,WB,86900000.0,18000000,2012
The Canyons,IFC,56800.0,,2013
The Captain,MBox,109000.0,,2018
The Captive,A24,1100000.0,,2014
The Carer,Crnth,6200.0,,2016
The Case for Christ,PFR,14700000.0,3000000,2017
The Catcher Was a Spy,IFC,725000.0,229000,2018
The Chambermaid,FM,300.0,,2015
The Change-Up,Uni.,37100000.0,38400000,2011
The Charmer,FM,26200.0,,2018
The Children Act,A24,548000.0,17000000,2018
The Choice,LGF,18700000.0,,2016
The Christmas Candle,ELS,2300000.0,,2013
The Chronicles of Evil,CJ,105000.0,,2015
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000,2010
The Circle (2017),STX,20500000.0,,2017
The City of Your Final Destination,Scre.,493000.0,859000,2010
The Club,MBox,52800.0,,2016
The Cold Light of Day,LG/S,3800000.0,13100000,2012
The Collection,LD,6800000.0,,2012
The Commune,Magn.,38700.0,,2017
The Commuter,LGF,36300000.0,83600000,2018
The Company Men,Wein.,4400000.0,441000,2011
The Company You Keep,SPC,5100000.0,14500000,2013
The Concert,Wein.,658000.0,40500000,2010
The Conformist (2014 re-release),KL,58700.0,,2014
The Congress,Drft.,138000.0,318000,2014
The Conjuring,WB (NL),137400000.0,182100000,2013
The Conjuring 2,WB (NL),102500000.0,217900000,2016
The Connection,Drft.,191000.0,,2015
The Conspirator,RAtt.,11500000.0,3900000,2011
The Counselor,Fox,17000000.0,54000000,2013
The Country Doctor,Distrib.,8500.0,,2017
The Crazies,Over.,39100000.0,15700000,2010
The Croods,Fox,187200000.0,400000000,2013
The Cup (2012),Myr.,,1800000,2012
The Cut,Strand,28100.0,,2015
The D Train,IFC,673000.0,102000,2015
The DUFF,LGF,34000000.0,9500000,2015
The Dance of Reality,Abk.,294000.0,,2014
The Danish Girl,Focus,11100000.0,53100000,2015
The Dark Horse,BG,67500.0,,2016
The Dark Knight Rises,WB,448100000.0,636800000,2012
The Dark Tower,Sony,50700000.0,62500000,2017
The Darkest Hour,Sum.,21400000.0,43200000,2011
The Darkest Minds,Fox,12700000.0,28400000,2018
The Darkness,BH Tilt,10800000.0,,2016
The Daughter,KL,26400.0,,2017
The Dawn Wall,Orch.,112000.0,,2018
The Day,Anch.,21000.0,,2012
The Day I Saw Your Heart,FM,3500.0,2000000,2012
The Dead Lands,Magn.,5200.0,,2015
The Death of Stalin,IFC,8000000.0,16600000,2018
The Debt,Focus,31200000.0,14500000,2011
The Decent One,KL,21300.0,,2014
The Decoy Bride,IFC,800.0,,2012
The Deep Blue Sea,MBox,1100000.0,,2012
The Descendants,FoxS,82600000.0,94700000,2011
The Devil Inside,Par.,53300000.0,48500000,2012
The Devil's Double,LGF,1400000.0,,2011
The Devil's Hand,RAtt.,5700.0,,2014
The Diary of a Teenage Girl,SPC,1500000.0,,2015
The Dictator,Par.,59700000.0,119700000,2012
The Dilemma,Uni.,48500000.0,21200000,2011
The Disappearance of Alice Creed,Anch.,167000.0,701000,2010
The Disappearance of Eleanor Rigby,Wein.,588000.0,397000,2014
The Disappointments Room,Rela.,2400000.0,,2016
The Disaster Artist,A24,21100000.0,8700000,2017
The Divergent Series: Allegiant,LG/S,66200000.0,113100000,2016
The Divergent Series: Insurgent,LG/S,130199999.0,167100000,2015
The Divine Move,CJ,137000.0,27800000,2014
The Double,Imag.,138000.0,3600000,2011
The Double (2014),Magn.,200000.0,,2014
The Double Hour,Gold.,1500000.0,1200000,2011
The Dressmaker,BG,2000000.0,,2016
The Drop,FoxS,10700000.0,7900000,2014
The Duelist,Sony,13500.0,6100000,2016
The Duke of Burgundy,IFC,64500.0,,2015
The Eagle,Focus,19500000.0,7600000,2011
The Eagle Huntress,SPC,3200000.0,,2016
The East,FoxS,2300000.0,99700,2013
The Eclipse,Magn.,133000.0,26400,2010
The Edge of Seventeen,STX,14400000.0,4400000,2016
The Emoji Movie,Sony,86100000.0,131699999,2017
The End of the Tour,A24,3000000.0,,2015
The English Teacher,Cdgm.,105000.0,,2013
The Equalizer,Sony,101500000.0,90800000,2014
The Equalizer 2,Sony,102100000.0,88300000,2018
The Escape,IFC,14000.0,,2018
The Expendables,LGF,103100000.0,171400000,2010
The Expendables 2,LGF,85000000.0,229900000,2012
The Expendables 3,LGF,39300000.0,175300000,2014
The Extra Man,Magn.,453000.0,4500,2010
The Eye of the Storm,SEG,83600.0,,2012
The Face Reader,PM&E,516000.0,54100000,2013
The Face of Love,IFC,350000.0,,2014
The Fairy,KL,38400.0,,2012
The Family (2013),Rela.,36900000.0,41500000,2013
The Family Fang,SM,263000.0,,2016
The Farewell Party,Gold.,173000.0,,2015
The Fate of the Furious,Uni.,226000000.0,"1,010.0",2017
The Fault in our Stars,Fox,124900000.0,182300000,2014
The Favourite,FoxS,34400000.0,61600000,2018
The Fencer,CFI,96000.0,,2017
The Fifth Estate,BV,3300000.0,5300000,2013
The Fighter,Par.,93600000.0,35600000,2010
The Finest Hours,BV,27600000.0,24500000,2016
The First Grader,NGE,332000.0,382000,2011
The First Monday in May,Magn.,527000.0,,2016
The First Purge,Uni.,69500000.0,67500000,2018
The First Time,Gold.,22800.0,,2012
The Five-Year Engagement,Uni.,28800000.0,25100000,2012
The Florida Project,A24,5900000.0,,2017
The Flowers of War,WHE,311000.0,,2012
The Forbidden Room,KL,34400.0,,2015
The Forecaster,FOR,10200.0,,2015
The Foreigner,STX,34400000.0,111000000,2017
The Forest,Focus,26600000.0,11000000,2016
The Fortress,CJ,253000.0,,2017
The Founder,Wein.,12800000.0,11300000,2017
The French Minister,IFC,12000.0,5100000,2014
The Front Runner,Sony,2000000.0,1200000,2018
The Future,RAtt.,569000.0,,2011
The Gallows,WB (NL),22800000.0,20200000,2015
The Gambler,Par.,33700000.0,5600000,2014
The German Doctor,Gold.,418000.0,2600000,2014
The Ghost Writer,Sum.,15500000.0,44700000,2010
The Gift (2015),STX,43800000.0,15200000,2015
The Girl (Flickan),Olive,2200.0,229000,2010
The Girl Who Kicked the Hornet's Nest,MBox,5200000.0,38300000,2010
The Girl Who Played with Fire,MBox,7600000.0,59500000,2010
The Girl Without Hands,GK,21800.0,,2017
The Girl in the Book,Free,8200.0,,2015
The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000,2018
The Girl on the Train,Strand,208000.0,97100,2010
The Girl on the Train (2016),Uni.,75400000.0,97800000,2016
The Girl with the Dragon Tattoo,MBox,10100000.0,94300000,2010
The Girl with the Dragon Tattoo (2011),Sony,102500000.0,130100000,2011
The Giver,Wein.,45100000.0,21900000,2014
The Glass Castle,LGF,17300000.0,4600000,2017
The Golden Era,CL,103000.0,,2014
The Good Dinosaur,BV,123100000.0,209100000,2015
The Good Doctor,Magn.,5200.0,,2012
The Good Heart,Magn.,20900.0,323000,2010
The Good Lie,WB,2700000.0,,2014
"The Good, the Bad, the Weird",IFC,128000.0,44100000,2010
The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014
The Grand Seduction,EOne,3400000.0,,2014
The Grandmaster,Wein.,6600000.0,57500000,2013
The Great Beauty,Jan.,2900000.0,18500000,2013
The Great Gatsby (2013),WB,144800000.0,208800000,2013
The Great Wall,Uni.,45500000.0,289400000,2017
The Greatest (2010),Pala.,115000.0,359000,2010
The Greatest Miracle,KKM,555000.0,2500000,2011
The Greatest Showman,Fox,174300000.0,260700000,2017
The Green Hornet,Sony,98800000.0,129000000,2011
The Green Inferno,BH Tilt,7200000.0,,2015
The Green Prince,MBox,258000.0,,2014
The Green Wave,RF,,70100,2012
The Grey,ORF,51600000.0,25700000,2012
The Guard,SPC,5400000.0,14200000,2011
The Guardians,MBox,177000.0,,2018
The Guest (2014),PH,333000.0,2000000,2014
The Guillotines,WGUSA,5300.0,,2013
The Guilt Trip,Par.,37100000.0,4700000,2012
The Gunman,ORF,10700000.0,13500000,2015
The Hallow,IFC,13900.0,,2015
The Handmaiden,Magn.,2000000.0,,2016
The Hangover Part II,WB,254500000.0,332300000,2011
The Hangover Part III,WB,112200000.0,249800000,2013
The Happy Prince,SPC,466000.0,,2018
The Happytime Murders,STX,20700000.0,6800000,2018
The Hate U Give,Fox,29700000.0,5200000,2018
The Hateful Eight,Wein.,54100000.0,101600000,2015
The Heat,Fox,159600000.0,70300000,2013
The Hedgehog,NeoC,708000.0,12000000,2011
The Heir Apparent: Largo Winch,MBox,10400.0,16900000,2011
The Help,BV,169700000.0,46900000,2011
The Hero of Color City,Magn.,32200.0,,2014
The Himalayas,CJ,697000.0,49800000,2015
The Hitman's Bodyguard,LG/S,75500000.0,101100000,2017
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000,2012
The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000,2014
The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013
The Homesman,Saban,2400000.0,,2014
The Host (2013),ORF,26600000.0,36700000,2013
The House,WB (NL),25600000.0,8600000,2017
The House I Live In,Abr.,211000.0,,2012
The House That Jack Built,IFC,88000.0,,2018
The House With A Clock In Its Walls,Uni.,68500000.0,62900000,2018
The Housemaid,IFC,158000.0,14600000,2011
The Human Centipede 2: Full Sequence,IFC,142000.0,,2011
The Human Resources Manager,FM,64000.0,329000,2011
The Hundred-Foot Journey,BV,54200000.0,34600000,2014
The Hunger Games,LGF,408000000.0,286400000,2012
The Hunger Games: Catching Fire,LGF,424700000.0,440300000,2013
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000,2014
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000,2015
The Hunt,Magn.,613000.0,,2013
The Hunter (2012),Magn.,177000.0,,2012
The Huntsman: Winter's War,Uni.,48400000.0,116600000,2016
The Hurricane Heist,ENTMP,6100000.0,,2018
The Iceman (2013),MNE,2000000.0,,2013
The Ides of March,Sony,41000000.0,35000000,2011
The Illusionist (2010),SPC,2200000.0,3400000,2010
The Imitation Game,Wein.,91100000.0,142400000,2014
The Immigrant,Wein.,2000000.0,3800000,2014
The Impossible,LG/S,19000000.0,161300000,2012
The Imposter,IM,898000.0,1100000,2012
The Inbetweeners Movie,WHE,36000.0,88000000,2012
The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013
The Inevitable Defeat of Mister and Pete,LGF,495000.0,,2013
The Infiltrator,BG,15400000.0,,2016
The Innkeepers,Magn.,78400.0,,2012
The Innocents,MBox,1100000.0,,2016
The Insult,Cohen,1000000.0,,2018
The Intern,WB,75800000.0,118800000,2015
The Internship,Fox,44700000.0,48800000,2013
The Interrupters,CGld,282000.0,,2011
The Interview (2014),Sony,6100000.0,5200000,2014
The Intouchables (U.S.-only),Wein.,10200000.0,416400000,2012
The Invisible Woman,SPC,1200000.0,,2013
The Invitation,Drft.,232000.0,,2016
The Iron Lady,Wein.,30000000.0,84900000,2011
The Iron Ministry,Icar.,3200.0,,2015
The Island President,Gold.,76400.0,,2012
The Jewish Cardinal,FM,134000.0,,2014
The Joneses,RAtt.,1500000.0,5500000,2010
The Journey,IFC,155000.0,,2017
The Judge,WB,47100000.0,37300000,2014
The Jungle Book (2016),BV,364000000.0,602500000,2016
The Karate Kid,Sony,176600000.0,182500000,2010
The Keeping Room,Drft.,27200.0,,2015
The Kids Are All Right,Focus,20800000.0,13900000,2010
The Killer Inside Me,IFC,217000.0,3800000,2010
The King's Case Note,CJ,91000.0,,2017
The King's Choice,Gold.,113000.0,,2017
The King's Speech,Wein.,135500000.0,275400000,2010
The King's Speech (PG-13),Wein.,3300000.0,,2011
The Kings of Summer,CBS,1300000.0,,2013
The LEGO Batman Movie,WB,175800000.0,136200000,2017
The LEGO Movie,WB,257800000.0,211400000,2014
The LEGO Ninjago Movie,WB,59300000.0,63800000,2017
The Lady,Cohen,355000.0,3400000,2012
The Lady in the Car with Glasses and a Gun,Magn.,2200.0,,2015
The Lady in the Van,SPC,10000000.0,31400000,2015
The Last - Naruto the Movie,Elev.,524000.0,,2015
The Last Airbender,Par.,131800000.0,187900000,2010
The Last Circus,Magn.,40500.0,3200000,2011
The Last Exorcism,LGF,41000000.0,26700000,2010
The Last Exorcism Part II,CBS,15200000.0,,2013
The Last Godfather,RAtt.,164000.0,16600000,2011
The Last King,Magn.,8900.0,,2016
The Last Man on the Moon,Grav.,52500.0,,2016
The Last Princess,CJ,29300.0,,2016
The Last Sentence,MBox,62500.0,265000,2014
The Last Song,BV,63000000.0,26100000,2010
The Last Stand,LGF,12100000.0,36300000,2013
The Last Station,SPC,6600000.0,6900000,2010
The Last Suit,OutF,73500.0,,2018
The Last Witch Hunter,LG/S,27400000.0,119600000,2015
The Last Women Standing,CL,163000.0,,2015
The Last Word,BST,1800000.0,,2017
The Lazarus Effect,Rela.,25800000.0,12600000,2015
The Ledge,IFC,9200.0,602000,2011
The Legend of Hercules,LG/S,18800000.0,42400000,2014
The Legend of Tarzan,WB,126600000.0,230100000,2016
The Leisure Seeker,SPC,3200000.0,,2017
The Lesson,FM,9000.0,,2015
The Light Between Oceans,BV,12500000.0,13400000,2016
The Lincoln Lawyer,LGF,58000000.0,17000000,2011
The Lion King (in 3D),BV,94200000.0,91300000,2011
The Little Bedroom,CLS,7400.0,,2014
The Little Death,Magn.,18200.0,,2015
The Little Mermaid (2018),Conglomerate,147000.0,,2018
The Little Prince,EOne,1300000.0,96200000,2016
The Lobster (Canada Release),Mon,377000.0,,2016
The Lobster (US Release),A24,8700000.0,,2016
The Loft,ORF,6000000.0,4099999,2015
The Lone Ranger,BV,89300000.0,171200000,2013
The Loneliest Planet,IFC,130000.0,,2012
The Longest Ride,Fox,37400000.0,25500000,2015
The Look of Love,IFC,21300.0,,2013
The Look of Silence,Drft.,109000.0,,2015
The Losers,WB,23600000.0,5800000,2010
The Lost City of Z,BST,8600000.0,10700000,2017
The Love Punch,KE,267000.0,4500000,2014
The Lovers and the Despot,Magn.,55500.0,,2016
The Lucky One,WB,60500000.0,38900000,2012
The Lunchbox,SPC,4200000.0,,2014
The Lure,Jan.,102000.0,,2017
The Mafia Only Kills in Summer,Distrib.,37100.0,,2015
The Magic of Belle Isle,Magn.,102000.0,,2012
The Magnificent Seven (2016),Sony,93400000.0,68900000,2016
The Man From Nowhere,CJ,528000.0,42500000,2010
The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015
The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000.0,,2011
The Man Who Invented Christmas,BST,5700000.0,,2017
The Man Who Knew Infinity,IFC,3900000.0,8400000,2016
The Man with the Iron Fists,Uni.,15600000.0,4099999,2012
The Map Against the World,CJ,34000.0,,2016
The Martian,Fox,228400000.0,401700000,2015
The Master,Wein.,16399999.0,11900000,2012
The Mayor,WGUSA,96800.0,,2017
The Maze Runner,Fox,102400000.0,245900000,2014
The Measure of a Man,KL,112000.0,,2016
The Mechanic,CBS,29100000.0,47000000,2011
The Meddler,SPC,4300000.0,,2016
The Meg,WB,145400000.0,384800000,2018
The Mercy,Scre.,29500.0,4200000,2018
The Mermaid (Mei ren yu),Sony,3200000.0,550600000,2016
The Midwife,MBox,604000.0,,2017
The Mill and the Cross,KC,312000.0,30300,2011
The Miseducation of Cameron Post,FR,905000.0,,2018
The Missing Picture,Strand,52200.0,,2014
The Monk,ATO,13500.0,794000,2013
The Monkey King 2 in 3D,CL,710000.0,193000000,2016
The Monkey King 3,WGUSA,187000.0,114900000,2018
The Monster (2016),A24,12500.0,62200,2016
The Monuments Men,Sony,78000000.0,77000000,2014
The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013
The Mountain Between Us,Fox,30300000.0,32500000,2017
The Mule,WB,103800000.0,68700000,2018
The Mummy (2017),Uni.,80200000.0,329000000,2017
The Muppets,BV,88600000.0,76600000,2011
The Music of Strangers,Orch.,1200000.0,,2016
The Mystery of Happiness,Strand,8500.0,3200000,2014
The Myth of the American Sleepover,IFC,41000.0,,2011
The Names of Love,MBox,514000.0,4099999,2011
The Negotiation,CJ,111000.0,,2018
The Neon Demon,BG,1300000.0,,2016
The New Girlfriend,Cohen,147000.0,,2015
The New Year's Eve of Old Lee,CL,25400.0,,2016
The Next Three Days,LGF,21100000.0,46300000,2010
The Nice Guys,WB,36300000.0,26500000,2016
The Night Before,Sony,43000000.0,9300000,2015
The Nile Hilton Incident,Strand,81100.0,,2017
The Notebook (2014),SPC,66600.0,,2014
The November Man,Rela.,25000000.0,7500000,2014
The Nun,WB (NL),117500000.0,248100000,2018
The Nut Job,ORF,64300000.0,56600000,2014
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000,2017
The Nutcracker and the Four Realms,BV,54900000.0,119100000,2018
The Nutcracker in 3D,Free,195000.0,16000000,2010
The Odd Life of Timothy Green,BV,51900000.0,4200000,2012
The Office,CL,63700.0,,2015
The Old Man & the Gun,FoxS,11300000.0,,2018
The One I Love,RTWC,513000.0,,2014
The Ones Below,Magn.,12500.0,,2016
The Only Living Boy in New York,RAtt.,624000.0,1900000,2017
The Oranges,ATO,366000.0,,2012
The Ornithologist,Strand,50500.0,,2017
The Other Guys,Sony,119200000.0,51200000,2010
The Other Side,FM,8100.0,,2016
The Other Side of Hope,Jan.,184000.0,,2017
The Other Side of the Door,Fox,3000000.0,11300000,2016
